job_id,job_title,company_name,industry,location,job_type,experience_level,min_experience_years,education_required,required_skills,preferred_skills,salary_min_lkr,salary_max_lkr,posted_date,description
J0124,Recruiter,John Keells Holdings,HR,Batticaloa,Full-Time,Manager,10,Bachelor's,"Leadership, Labor Law, Data Analysis, Talent Acquisition, Performance Management",Employee Relations,302813,426136,2026-01-21,"We are looking for a Manager-level Recruiter to join our HR team at John Keells Holdings. The ideal candidate will have strong skills in Leadership, Labor Law, Data Analysis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Employee Relations."
J0125,Risk Analyst,Sampath Bank,Finance,Kurunegala,Part-Time,Junior,1,Master's,"Analytical Thinking, VBA, Financial Reporting, Data Analysis, GAAP, R, Derivatives","Equity Research, Accounting, Investment Analysis, Presentation Skills",58325,95911,2025-11-21,"We are looking for a Junior-level Risk Analyst to join our Finance team at Sampath Bank. The ideal candidate will have strong skills in Analytical Thinking, VBA, Financial Reporting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Equity Research, Accounting."
J0126,Quality Assurance Analyst,Holcim Lanka,Operations,Trincomalee,Internship,Junior,1,PhD,"Problem Solving, PMP, Project Management, Inventory Management, Process Improvement, Data Analysis, Communication, Logistics, Vendor Management, Risk Management","Excel, Oracle, Teamwork, Lean",55653,96707,2026-03-17,"We are looking for a Junior-level Quality Assurance Analyst to join our Operations team at Holcim Lanka. The ideal candidate will have strong skills in Problem Solving, PMP, Project Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Excel, Oracle."
J0127,Credit Analyst,Softlogic Finance,Finance,Galle,Contract,Entry,0,PhD,"Power BI, R, Financial Reporting, GAAP, VBA, Attention to Detail, Communication, Portfolio Management, Risk Analysis, IFRS","Auditing, Accounting, Investment Analysis, SQL",40254,52289,2026-02-25,"We are looking for a Entry-level Credit Analyst to join our Finance team at Softlogic Finance. The ideal candidate will have strong skills in Power BI, R, Financial Reporting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Auditing, Accounting."
J0128,NLP Engineer,Calcey Technologies,Technology,Nuwara Eliya,Internship,Lead,9,Bachelor's,"Machine Learning, Statistics, Jira, Keras, NLP, GCP, scikit-learn, Docker, R","NumPy, Computer Vision, JavaScript, Spark",281300,365191,2025-11-01,"We are looking for a Lead-level NLP Engineer to join our Technology team at Calcey Technologies. The ideal candidate will have strong skills in Machine Learning, Statistics, Jira. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include NumPy, Computer Vision."
J0129,Campaign Manager,Ceylon Tobacco Company,Marketing,Matara,Internship,Manager,10,Master's,"Market Research, Communication, SEO, Social Media Marketing",A/B Testing,302518,464676,2026-01-29,"We are looking for a Manager-level Campaign Manager to join our Marketing team at Ceylon Tobacco Company. The ideal candidate will have strong skills in Market Research, Communication, SEO. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include A/B Testing."
J0130,Business Intelligence Analyst,Calcey Technologies,Technology,Polonnaruwa,Part-Time,Manager,10,Master's,"GraphQL, A/B Testing, Power BI, Statistics, Kafka, GCP, Hadoop","Plotly, Agile, Excel, Go",423588,470382,2026-01-02,"We are looking for a Manager-level Business Intelligence Analyst to join our Technology team at Calcey Technologies. The ideal candidate will have strong skills in GraphQL, A/B Testing, Power BI. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Plotly, Agile."
J0131,SEO Analyst,Dilmah Tea,Marketing,Negombo,Part-Time,Senior,6,High School,"Teamwork, SQL, Market Research, Copywriting",Digital Marketing,213133,228423,2025-12-06,"We are looking for a Senior-level SEO Analyst to join our Marketing team at Dilmah Tea. The ideal candidate will have strong skills in Teamwork, SQL, Market Research. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Digital Marketing."
J0132,SEO Analyst,John Keells Holdings,Marketing,Batticaloa,Full-Time,Junior,1,PhD,"Leadership, SEM, Teamwork, Digital Marketing, Customer Segmentation, Market Research",Email Marketing,74095,98016,2025-11-22,"We are looking for a Junior-level SEO Analyst to join our Marketing team at John Keells Holdings. The ideal candidate will have strong skills in Leadership, SEM, Teamwork. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Email Marketing."
J0133,Business Intelligence Analyst,Zone24x7,Technology,Matara,Full-Time,Junior,1,High School,"Leadership, MongoDB, C++, Deep Learning, Problem Solving, PostgreSQL",Python,69187,99965,2026-01-29,"We are looking for a Junior-level Business Intelligence Analyst to join our Technology team at Zone24x7. The ideal candidate will have strong skills in Leadership, MongoDB, C++. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Python."
J0134,Growth Hacker,JWT Sri Lanka,Marketing,Polonnaruwa,Freelance,Junior,1,Diploma,"Project Management, Email Marketing, A/B Testing, Canva, Data Analysis, Content Marketing, Customer Segmentation, CRM, Creativity, SEO","Salesforce, Digital Marketing, SEM, Google Analytics",61478,86126,2026-04-19,"We are looking for a Junior-level Growth Hacker to join our Marketing team at JWT Sri Lanka. The ideal candidate will have strong skills in Project Management, Email Marketing, A/B Testing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Salesforce, Digital Marketing."
J0135,Business Intelligence Analyst,Axiata Digital Labs,Technology,Matara,Internship,Entry,0,Bachelor's,"Deep Learning, Jira, Tableau, Redis, TensorFlow, Machine Learning","GraphQL, Flask, Excel, FastAPI",41754,55801,2026-01-18,"We are looking for a Entry-level Business Intelligence Analyst to join our Technology team at Axiata Digital Labs. The ideal candidate will have strong skills in Deep Learning, Jira, Tableau. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include GraphQL, Flask."
J0136,Treasury Analyst,LB Finance,Finance,Nuwara Eliya,Full-Time,Entry,0,High School,"IFRS, Presentation Skills, Portfolio Management, VBA, Excel, Analytical Thinking, Fixed Income","Bloomberg Terminal, Attention to Detail, R",36309,58543,2026-01-11,"We are looking for a Entry-level Treasury Analyst to join our Finance team at LB Finance. The ideal candidate will have strong skills in IFRS, Presentation Skills, Portfolio Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Bloomberg Terminal, Attention to Detail."
J0137,Procurement Officer,Airport & Aviation Services,Operations,Batticaloa,Freelance,Manager,10,Diploma,"Risk Management, PMP, Teamwork, SAP","SQL, ISO, Problem Solving, Leadership",339353,525062,2025-12-19,"We are looking for a Manager-level Procurement Officer to join our Operations team at Airport & Aviation Services. The ideal candidate will have strong skills in Risk Management, PMP, Teamwork. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include SQL, ISO."
J0138,Logistics Coordinator,Sri Lanka Ports Authority,Operations,Colombo,Part-Time,Entry,0,Bachelor's,"SQL, Data Analysis, Problem Solving, SAP, Excel, Leadership, Risk Management, ISO","Process Improvement, Reporting",47297,53817,2026-01-27,"We are looking for a Entry-level Logistics Coordinator to join our Operations team at Sri Lanka Ports Authority. The ideal candidate will have strong skills in SQL, Data Analysis, Problem Solving. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Process Improvement, Reporting."
J0139,Portfolio Manager,Bank of Ceylon,Finance,Colombo,Internship,Mid,3,Master's,"Equity Research, Attention to Detail, Analytical Thinking","Risk Analysis, Data Analysis",102052,146720,2025-11-29,"We are looking for a Mid-level Portfolio Manager to join our Finance team at Bank of Ceylon. The ideal candidate will have strong skills in Equity Research, Attention to Detail, Analytical Thinking. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Risk Analysis, Data Analysis."
J0140,Social Media Manager,Aitken Spence,Marketing,Vavuniya,Internship,Junior,1,Master's,"Canva, Product Marketing, Content Marketing","Excel, CRM, Salesforce",61224,93442,2025-12-01,"We are looking for a Junior-level Social Media Manager to join our Marketing team at Aitken Spence. The ideal candidate will have strong skills in Canva, Product Marketing, Content Marketing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Excel, CRM."
J0141,HR Generalist,Expolanka Holdings,HR,Colombo,Contract,Mid,3,Diploma,"HR Management, Labor Law, Leadership, SAP HR","Workday, Onboarding",104182,159785,2026-01-16,"We are looking for a Mid-level HR Generalist to join our HR team at Expolanka Holdings. The ideal candidate will have strong skills in HR Management, Labor Law, Leadership. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Workday, Onboarding."
J0142,Market Research Analyst,John Keells Holdings,Marketing,Galle,Full-Time,Senior,6,Master's,"Data Analysis, Social Media Marketing, Copywriting, CRM","Campaign Management, Project Management, Content Marketing",184219,257049,2026-01-24,"We are looking for a Senior-level Market Research Analyst to join our Marketing team at John Keells Holdings. The ideal candidate will have strong skills in Data Analysis, Social Media Marketing, Copywriting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Campaign Management, Project Management."
J0143,Recruiter,Virtusa,HR,Remote,Freelance,Junior,1,Diploma,"HRIS, Labor Law, Leadership, Workday, Onboarding, Data Analysis, Conflict Resolution, Performance Management","Compensation & Benefits, Excel",73752,85001,2025-12-24,"We are looking for a Junior-level Recruiter to join our HR team at Virtusa. The ideal candidate will have strong skills in HRIS, Labor Law, Leadership. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Compensation & Benefits, Excel."
J0144,People Operations Specialist,Hemas Holdings,HR,Ratnapura,Part-Time,Entry,0,Bachelor's,"Data Analysis, Performance Management, Communication, Employee Relations, Labor Law, HR Management, Workday, HRIS","Excel, Onboarding, SAP HR, Talent Acquisition",42364,53882,2025-11-06,"We are looking for a Entry-level People Operations Specialist to join our HR team at Hemas Holdings. The ideal candidate will have strong skills in Data Analysis, Performance Management, Communication. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Excel, Onboarding."
J0145,Recruiter,Commercial Bank of Ceylon,HR,Polonnaruwa,Part-Time,Junior,1,Diploma,"Labor Law, Conflict Resolution, Leadership","Workday, Communication",70882,87794,2026-03-23,"We are looking for a Junior-level Recruiter to join our HR team at Commercial Bank of Ceylon. The ideal candidate will have strong skills in Labor Law, Conflict Resolution, Leadership. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Workday, Communication."
J0146,Supply Chain Analyst,CMA CGM Lanka,Operations,Matara,Part-Time,Mid,3,Bachelor's,"Teamwork, Six Sigma, Quality Assurance","PMP, SQL, Data Analysis",90715,152041,2025-10-28,"We are looking for a Mid-level Supply Chain Analyst to join our Operations team at CMA CGM Lanka. The ideal candidate will have strong skills in Teamwork, Six Sigma, Quality Assurance. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include PMP, SQL."
J0147,AI Researcher,IFS R&D International,Technology,Ratnapura,Internship,Manager,10,Bachelor's,"C++, Statistics, Plotly, Spark, Kotlin, Seaborn, Django, A/B Testing, CI/CD","MySQL, Kubernetes",399413,466168,2025-12-11,"We are looking for a Manager-level AI Researcher to join our Technology team at IFS R&D International. The ideal candidate will have strong skills in C++, Statistics, Plotly. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include MySQL, Kubernetes."
J0148,Operations Manager,Maersk Lanka,Operations,Kurunegala,Contract,Mid,3,Master's,"Risk Management, Process Improvement, SAP, Supply Chain Management, Inventory Management",Data Analysis,126213,163767,2026-03-11,"We are looking for a Mid-level Operations Manager to join our Operations team at Maersk Lanka. The ideal candidate will have strong skills in Risk Management, Process Improvement, SAP. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Data Analysis."
J0149,AI Researcher,Surge Global,Technology,Kandy,Part-Time,Senior,6,Master's,"Pandas, Deep Learning, Tableau, Node.js, Scrum, Redis, SQL, Flask","Statistics, FastAPI, Problem Solving",197259,222580,2025-11-07,"We are looking for a Senior-level AI Researcher to join our Technology team at Surge Global. The ideal candidate will have strong skills in Pandas, Deep Learning, Tableau. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Statistics, FastAPI."
J0150,Data Analyst,Dialog Axiata,Technology,Galle,Internship,Junior,1,Bachelor's,"Docker, Machine Learning, PostgreSQL, PyTorch",Agile,66806,89200,2025-11-08,"We are looking for a Junior-level Data Analyst to join our Technology team at Dialog Axiata. The ideal candidate will have strong skills in Docker, Machine Learning, PostgreSQL. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Agile."
J0151,HR Manager,Brandix Lanka,HR,Negombo,Contract,Lead,9,Diploma,"Data Analysis, Interpersonal Skills, Communication","Succession Planning, HR Management",277165,383785,2025-12-22,"We are looking for a Lead-level HR Manager to join our HR team at Brandix Lanka. The ideal candidate will have strong skills in Data Analysis, Interpersonal Skills, Communication. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Succession Planning, HR Management."
J0152,AI Researcher,Zone24x7,Technology,Kurunegala,Part-Time,Manager,10,PhD,"Java, Flask, Scrum","Azure, SQL",305528,453704,2026-01-11,"We are looking for a Manager-level AI Researcher to join our Technology team at Zone24x7. The ideal candidate will have strong skills in Java, Flask, Scrum. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Azure, SQL."
J0153,Product Marketing Manager,MullenLowe Sri Lanka,Marketing,Anuradhapura,Freelance,Manager,10,Master's,"Digital Marketing, Copywriting, Leadership, CRM, Canva, Project Management, Campaign Management, Communication, SEM",Salesforce,377289,429719,2025-10-23,"We are looking for a Manager-level Product Marketing Manager to join our Marketing team at MullenLowe Sri Lanka. The ideal candidate will have strong skills in Digital Marketing, Copywriting, Leadership. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Salesforce."
J0154,SEO Analyst,JWT Sri Lanka,Marketing,Matara,Freelance,Lead,9,Bachelor's,"Copywriting, Content Marketing, Product Marketing, Email Marketing, Social Media Marketing, Communication, Digital Marketing, Data Analysis","Campaign Management, Teamwork, Creativity",316962,375910,2026-01-15,"We are looking for a Lead-level SEO Analyst to join our Marketing team at JWT Sri Lanka. The ideal candidate will have strong skills in Copywriting, Content Marketing, Product Marketing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Campaign Management, Teamwork."
J0155,Tax Consultant,Softlogic Finance,Finance,Matara,Part-Time,Mid,3,PhD,"Bloomberg Terminal, Statistics, IFRS, Derivatives, Financial Modeling, Presentation Skills, Data Analysis, Analytical Thinking, SQL","Tax Planning, Auditing, Portfolio Management, VBA",115392,139494,2026-01-06,"We are looking for a Mid-level Tax Consultant to join our Finance team at Softlogic Finance. The ideal candidate will have strong skills in Bloomberg Terminal, Statistics, IFRS. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Tax Planning, Auditing."
J0156,Financial Controller,LOLC Finance,Finance,Jaffna,Contract,Mid,3,Diploma,"Derivatives, Excel, Statistics, Attention to Detail, Auditing, R, Tax Planning, Accounting",Equity Research,90810,146683,2026-02-26,"We are looking for a Mid-level Financial Controller to join our Finance team at LOLC Finance. The ideal candidate will have strong skills in Derivatives, Excel, Statistics. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Equity Research."
J0157,Compensation Analyst,John Keells Holdings,HR,Ratnapura,Full-Time,Senior,6,Bachelor's,"Onboarding, Training & Development, Leadership, Reporting, SAP HR, HRIS, Talent Acquisition, Data Analysis, Organizational Skills",Recruitment,200584,223278,2026-02-12,"We are looking for a Senior-level Compensation Analyst to join our HR team at John Keells Holdings. The ideal candidate will have strong skills in Onboarding, Training & Development, Leadership. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Recruitment."
J0158,HR Business Partner,Aitken Spence,HR,Kandy,Full-Time,Entry,0,Bachelor's,"Conflict Resolution, Compensation & Benefits, Onboarding","Interpersonal Skills, HR Management, SAP HR, HRIS",45709,47866,2025-11-27,"We are looking for a Entry-level HR Business Partner to join our HR team at Aitken Spence. The ideal candidate will have strong skills in Conflict Resolution, Compensation & Benefits, Onboarding. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Interpersonal Skills, HR Management."
J0159,Campaign Manager,Wunderman Thompson Sri Lanka,Marketing,Galle,Part-Time,Junior,1,Master's,"Excel, Customer Segmentation, SQL, Teamwork",Canva,60720,77970,2026-03-19,"We are looking for a Junior-level Campaign Manager to join our Marketing team at Wunderman Thompson Sri Lanka. The ideal candidate will have strong skills in Excel, Customer Segmentation, SQL. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Canva."
J0160,Project Manager,Sri Lanka Ports Authority,Operations,Kalutara,Full-Time,Mid,3,High School,"Problem Solving, Risk Management, Reporting",Process Improvement,104121,136770,2026-02-26,"We are looking for a Mid-level Project Manager to join our Operations team at Sri Lanka Ports Authority. The ideal candidate will have strong skills in Problem Solving, Risk Management, Reporting. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Process Improvement."
J0161,People Operations Specialist,Sampath Bank,HR,Ratnapura,Part-Time,Senior,6,Diploma,"Recruitment, Reporting, Talent Acquisition, HR Management, Workday","Succession Planning, Compensation & Benefits, Data Analysis",177516,221599,2026-04-16,"We are looking for a Senior-level People Operations Specialist to join our HR team at Sampath Bank. The ideal candidate will have strong skills in Recruitment, Reporting, Talent Acquisition. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Succession Planning, Compensation & Benefits."
J0162,HR Generalist,Softlogic Holdings,HR,Nuwara Eliya,Internship,Manager,10,PhD,"Reporting, Interpersonal Skills, Excel","HRIS, Talent Acquisition, SAP HR, Training & Development",311588,503387,2025-12-02,"We are looking for a Manager-level HR Generalist to join our HR team at Softlogic Holdings. The ideal candidate will have strong skills in Reporting, Interpersonal Skills, Excel. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include HRIS, Talent Acquisition."
J0163,Social Media Manager,Nestlé Lanka,Marketing,Badulla,Part-Time,Manager,10,Master's,"Market Research, Customer Segmentation, Excel, Brand Management, Campaign Management","A/B Testing, Canva",348773,486274,2026-04-12,"We are looking for a Manager-level Social Media Manager to join our Marketing team at Nestlé Lanka. The ideal candidate will have strong skills in Market Research, Customer Segmentation, Excel. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include A/B Testing, Canva."
J0164,Quality Assurance Analyst,Lanka Logistics,Operations,Hybrid,Contract,Mid,3,PhD,"Procurement, Vendor Management, PMP, Process Improvement, SAP, Oracle, Data Analysis, ISO, Lean",ERP,123184,173464,2026-04-01,"We are looking for a Mid-level Quality Assurance Analyst to join our Operations team at Lanka Logistics. The ideal candidate will have strong skills in Procurement, Vendor Management, PMP. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include ERP."
J0165,Financial Controller,Commercial Bank of Ceylon,Finance,Ratnapura,Freelance,Junior,1,Diploma,"Analytical Thinking, Tableau, Investment Analysis, VBA, Equity Research, Bloomberg Terminal",Statistics,58401,96356,2025-12-19,"We are looking for a Junior-level Financial Controller to join our Finance team at Commercial Bank of Ceylon. The ideal candidate will have strong skills in Analytical Thinking, Tableau, Investment Analysis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Statistics."
J0166,Campaign Manager,John Keells Holdings,Marketing,Kurunegala,Part-Time,Entry,0,High School,"Customer Segmentation, Teamwork, Brand Management, Communication, Product Marketing, Copywriting, A/B Testing, HubSpot","Creativity, Google Analytics, Salesforce",45493,58049,2026-02-28,"We are looking for a Entry-level Campaign Manager to join our Marketing team at John Keells Holdings. The ideal candidate will have strong skills in Customer Segmentation, Teamwork, Brand Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Creativity, Google Analytics."
J0167,DevOps Engineer,Pearson Lanka,Technology,Colombo,Full-Time,Junior,1,High School,"GraphQL, Data Visualization, PyTorch, Redis","Power BI, Problem Solving, Computer Vision, Git",75914,80664,2026-01-05,"We are looking for a Junior-level DevOps Engineer to join our Technology team at Pearson Lanka. The ideal candidate will have strong skills in GraphQL, Data Visualization, PyTorch. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Power BI, Problem Solving."
J0168,Software Engineer,Dialog Axiata,Technology,Kalutara,Contract,Junior,1,Diploma,"JavaScript, Keras, Seaborn, Scala","Pandas, MySQL, Plotly, Python",74580,87337,2026-01-07,"We are looking for a Junior-level Software Engineer to join our Technology team at Dialog Axiata. The ideal candidate will have strong skills in JavaScript, Keras, Seaborn. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Pandas, MySQL."
J0169,People Operations Specialist,Cargills (Ceylon),HR,Polonnaruwa,Full-Time,Manager,10,Master's,"Leadership, Talent Acquisition, Succession Planning","Communication, Recruitment, SAP HR",391833,487075,2026-04-16,"We are looking for a Manager-level People Operations Specialist to join our HR team at Cargills (Ceylon). The ideal candidate will have strong skills in Leadership, Talent Acquisition, Succession Planning. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Communication, Recruitment."
J0170,Procurement Officer,Maersk Lanka,Operations,Anuradhapura,Freelance,Manager,10,Master's,"Supply Chain Management, Excel, Logistics, Reporting, Procurement, Communication, PMP, Vendor Management, Quality Assurance, Inventory Management",SQL,349787,523179,2025-10-30,"We are looking for a Manager-level Procurement Officer to join our Operations team at Maersk Lanka. The ideal candidate will have strong skills in Supply Chain Management, Excel, Logistics. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include SQL."
J0171,Marketing Analyst,Dilmah Tea,Marketing,Polonnaruwa,Full-Time,Lead,9,Bachelor's,"Email Marketing, Data Analysis, Campaign Management, Google Analytics, Digital Marketing, SQL, Social Media Marketing, Creativity, A/B Testing, Copywriting","Content Marketing, CRM, Brand Management, Salesforce",324062,375879,2026-03-20,"We are looking for a Lead-level Marketing Analyst to join our Marketing team at Dilmah Tea. The ideal candidate will have strong skills in Email Marketing, Data Analysis, Campaign Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Content Marketing, CRM."
J0172,Business Intelligence Analyst,Enactor,Technology,Anuradhapura,Full-Time,Lead,9,Master's,"Deep Learning, Teamwork, Seaborn, Data Analysis, Jira, Machine Learning, SQL, Communication, React, Power BI","Go, Hadoop, NLP, C++",276099,388195,2026-04-07,"We are looking for a Lead-level Business Intelligence Analyst to join our Technology team at Enactor. The ideal candidate will have strong skills in Deep Learning, Teamwork, Seaborn. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Go, Hadoop."
J0173,Portfolio Manager,DFCC Bank,Finance,Remote,Full-Time,Entry,0,Master's,"Portfolio Management, Auditing, GAAP, Power BI, R, Fixed Income, Analytical Thinking","Bloomberg Terminal, Teamwork, Accounting, Risk Analysis",37162,59629,2026-02-26,"We are looking for a Entry-level Portfolio Manager to join our Finance team at DFCC Bank. The ideal candidate will have strong skills in Portfolio Management, Auditing, GAAP. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Bloomberg Terminal, Teamwork."
J0174,Product Marketing Manager,John Keells Holdings,Marketing,Kalutara,Freelance,Entry,0,Diploma,"Excel, Communication, Google Analytics, Campaign Management, Canva, SEO, Salesforce, Customer Segmentation","Social Media Marketing, Project Management, Teamwork, Brand Management",45890,53359,2025-11-26,"We are looking for a Entry-level Product Marketing Manager to join our Marketing team at John Keells Holdings. The ideal candidate will have strong skills in Excel, Communication, Google Analytics. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Social Media Marketing, Project Management."
J0175,Data Scientist,hSenid Business Solutions,Technology,Jaffna,Freelance,Junior,1,Master's,"Git, Deep Learning, FastAPI, NLP","MySQL, Linux, Pandas, React",63618,93159,2025-11-20,"We are looking for a Junior-level Data Scientist to join our Technology team at hSenid Business Solutions. The ideal candidate will have strong skills in Git, Deep Learning, FastAPI. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include MySQL, Linux."
J0176,Operations Analyst,SriLankan Airlines,Operations,Ratnapura,Freelance,Junior,1,PhD,"Process Improvement, ERP, Teamwork, Excel, Supply Chain Management, Oracle",Leadership,55398,81194,2025-10-24,"We are looking for a Junior-level Operations Analyst to join our Operations team at SriLankan Airlines. The ideal candidate will have strong skills in Process Improvement, ERP, Teamwork. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Leadership."
J0177,Content Writer,Brandix Lanka,Marketing,Polonnaruwa,Full-Time,Mid,3,Diploma,"Canva, Teamwork, Email Marketing, Leadership, SQL, Project Management","Communication, HubSpot, Google Analytics, Content Marketing",115418,168743,2026-04-10,"We are looking for a Mid-level Content Writer to join our Marketing team at Brandix Lanka. The ideal candidate will have strong skills in Canva, Teamwork, Email Marketing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Communication, HubSpot."
J0178,Treasury Analyst,Seylan Bank,Finance,Anuradhapura,Contract,Junior,1,Master's,"Fixed Income, SQL, VBA, R","Tax Planning, Presentation Skills",68549,98000,2025-11-06,"We are looking for a Junior-level Treasury Analyst to join our Finance team at Seylan Bank. The ideal candidate will have strong skills in Fixed Income, SQL, VBA. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Tax Planning, Presentation Skills."
J0179,HR Generalist,Aitken Spence,HR,Vavuniya,Full-Time,Mid,3,Master's,"Recruitment, Compensation & Benefits, Conflict Resolution, Communication, Organizational Skills, HRIS, Reporting, HR Management, Leadership","Onboarding, Succession Planning, Employee Relations, Training & Development",129254,166661,2026-03-24,"We are looking for a Mid-level HR Generalist to join our HR team at Aitken Spence. The ideal candidate will have strong skills in Recruitment, Compensation & Benefits, Conflict Resolution. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Onboarding, Succession Planning."
J0180,Full Stack Developer,Calcey Technologies,Technology,Nuwara Eliya,Contract,Entry,0,Bachelor's,"PostgreSQL, Teamwork, Spark, Kotlin",A/B Testing,39544,53943,2026-03-08,"We are looking for a Entry-level Full Stack Developer to join our Technology team at Calcey Technologies. The ideal candidate will have strong skills in PostgreSQL, Teamwork, Spark. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include A/B Testing."
J0181,Procurement Officer,CMA CGM Lanka,Operations,Ratnapura,Contract,Mid,3,Bachelor's,"Quality Assurance, Reporting, Excel, Risk Management, ISO, Communication, Process Improvement, Problem Solving, SAP, Logistics","Project Management, Oracle, Leadership, SQL",131377,136624,2026-03-23,"We are looking for a Mid-level Procurement Officer to join our Operations team at CMA CGM Lanka. The ideal candidate will have strong skills in Quality Assurance, Reporting, Excel. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Project Management, Oracle."
J0182,Process Improvement Specialist,Lanka Logistics,Operations,Badulla,Part-Time,Mid,3,Bachelor's,"Project Management, Risk Management, Six Sigma, Oracle, ERP, Leadership, SAP, Quality Assurance","SQL, Process Improvement, Data Analysis, PMP",102343,172677,2026-03-09,"We are looking for a Mid-level Process Improvement Specialist to join our Operations team at Lanka Logistics. The ideal candidate will have strong skills in Project Management, Risk Management, Six Sigma. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include SQL, Process Improvement."
J0183,Procurement Officer,Airport & Aviation Services,Operations,Polonnaruwa,Contract,Junior,1,Diploma,"Risk Management, Quality Assurance, Lean, Inventory Management, ERP, Project Management, Six Sigma, SAP, Leadership, Data Analysis","Oracle, Process Improvement, Excel, SQL",63871,96118,2025-12-26,"We are looking for a Junior-level Procurement Officer to join our Operations team at Airport & Aviation Services. The ideal candidate will have strong skills in Risk Management, Quality Assurance, Lean. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Oracle, Process Improvement."
J0184,Supply Chain Analyst,Hayleys Advantis,Operations,Ratnapura,Freelance,Mid,3,PhD,"Excel, ISO, Supply Chain Management, Procurement","SAP, Vendor Management",119803,168587,2026-02-06,"We are looking for a Mid-level Supply Chain Analyst to join our Operations team at Hayleys Advantis. The ideal candidate will have strong skills in Excel, ISO, Supply Chain Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include SAP, Vendor Management."
J0185,Auditor,LB Finance,Finance,Kandy,Full-Time,Entry,0,High School,"Statistics, Fixed Income, Data Analysis, Bloomberg Terminal, Analytical Thinking, Equity Research, Investment Analysis, GAAP, Presentation Skills","Accounting, Risk Analysis",40920,59953,2026-01-01,"We are looking for a Entry-level Auditor to join our Finance team at LB Finance. The ideal candidate will have strong skills in Statistics, Fixed Income, Data Analysis. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Accounting, Risk Analysis."
